ID,Date Requested,Transaction Status,Transaction Type,Currency,Transaction Amount,Provider Fee,Amount Transferred,Currency Transferred,Client,Contract Name,Contract URL,Invoice URL,Withdraw Method,Withdraw Method Custom Name,Withdraw Account Holder Name,Trace ID,Trace ID Type,Transaction Statement URL
174aaeef-a51d-49ed-a1e8-6817d27ff5f3,2025-04-15 08:32:56,completed,advance,USD,6341.02,,,,,,,,,,,,,
1f0c1e3b-d17a-4c4a-b31d-d879b457bad8,2025-04-15 01:14:13,completed,withdrawal,USD,-343.75,0,1950.8,BRL,,,,,bank_transfer,,Jane Smith,,,https://app.deel.com/withdraw-statement/b278b64f-2729-46b5-a27b-73f9d38b7465
cd746ade-25e4-4f83-b70e-9872b3627dcb,2025-04-15 01:14:13,completed,advance_repayment,USD,-6341.02,,,,,,,,,,,,,
15f8c6db-68af-40a1-ab13-c292d1321b13,2025-04-15 01:14:13,completed,advance_repayment,USD,-190.23,,,,,,,,,,,,,
9ab87431-0249-4730-b810-75ecc756141e,2025-04-15 01:14:13,completed,client_payment,USD,6875.00,,,,John Doe (john@company.com),Jane Smith (Fixed),https://app.deel.com/contract/abc123,https://app.deel.com/invoice/H3B48DDgQ3PRyGUDAUuUE,,,,,,
1f42ea83-6e77-4499-93c5-842571fc0bc2,2025-03-31 10:31:41,completed,withdrawal,USD,-6341.02,0,35627.18,BRL,,,,,bank_transfer,,Jane Smith,,,https://app.deel.com/withdraw-statement/584c01ba-de51-47d0-8400-599761a92da3
fad83428-c1e0-4f3f-a787-859db6981352,2025-03-31 10:31:20,completed,advance,USD,6341.02,,,,,,,,,,,,,
38512bfe-b22c-4838-a123-0385cfd770a5,2025-03-31 01:37:16,completed,withdrawal,USD,-343.75,0,1918.85,BRL,,,,,bank_transfer,,Jane Smith,,,https://app.deel.com/withdraw-statement/5da0c1d7-97e5-42b1-8fa0-1c369945e540
936dc292-7a4c-40c7-8559-e0a079b0d49b,2025-03-31 01:37:15,completed,advance_repayment,USD,-6341.02,,,,,,,,,,,,,
9ef5b00b-1198-430d-b1ac-e3810dde08d7,2025-03-31 01:37:15,completed,advance_repayment,USD,-190.23,,,,,,,,,,,,,
5f455d41-fdf8-4622-a1a6-833c6c73db1f,2025-03-31 01:37:15,completed,client_payment,USD,6875.00,,,,John Doe (john@company.com),Jane Smith (Fixed),https://app.deel.com/contract/abc123,https://app.deel.com/invoice/9BMu5uGTUphTnGKP5qYQu,,,,,,
4e264e0a-e3da-4fec-93a7-13de2fcdd298,2025-03-14 06:38:32,completed,withdrawal,USD,-6341.02,0,35614.16,BRL,,,,,bank_transfer,,Jane Smith,,,https://app.deel.com/withdraw-statement/7c1854cc-551d-48a9-b5ea-a76102caafea
3a40abae-e4d3-44f1-bb40-8580573f1935,2025-03-14 06:38:10,completed,advance,USD,6341.02,,,,,,,,,,,,,
03919ac7-9345-404c-ba1f-2737747cec67,2025-03-14 01:18:19,completed,withdrawal,USD,-343.75,0,1932.31,BRL,,,,,bank_transfer,,Jane Smith,,,https://app.deel.com/withdraw-statement/18fd5248-67c7-4a12-a569-84c4c9cfc328
76e7f05c-af12-4963-a545-ba4b39caa795,2025-03-14 01:18:18,completed,advance_repayment,USD,-6341.02,,,,,,,,,,,,,
66d37322-2490-44dd-ba8f-8a160c5c7e0c,2025-03-14 01:18:18,completed,advance_repayment,USD,-190.23,,,,,,,,,,,,,
12941fa8-4b8e-4491-941b-052be92641f6,2025-03-14 01:18:18,completed,client_payment,USD,6875.00,,,,John Doe (john@company.com),Jane Smith (Fixed),https://app.deel.com/contract/abc123,https://app.deel.com/invoice/Gt4mpp9hJ5GEapP42EYpm,,,,,,
035f2eab-6145-42d9-8f72-2fc1144bafc8,2025-03-04 04:31:14,completed,withdrawal,USD,-6341.02,0,36480.71,BRL,,,,,bank_transfer,,Jane Smith,,,https://app.deel.com/withdraw-statement/3371d75b-f906-4a90-9bd8-c7c9bed433a7
a21522de-2c84-4f4d-a7f8-959418d8b5d9,2025-03-04 04:30:27,completed,advance,USD,6341.02,,,,,,,,,,,,,
e5b15960-d809-461a-9473-a58bb01d3160,2025-03-02 11:04:55,completed,withdrawal,USD,-79.00,0,437.05,BRL,,,,,bank_transfer,,Jane Smith,,,https://app.deel.com/withdraw-statement/9922f041-f873-42c6-baeb-925b6b987f76
bf62cc74-371f-4bf6-a314-95339347301b,2025-03-02 11:04:28,completed,withdrawal,USD,-6796.00,0,39099.6,BRL,,,,,bank_transfer,,Jane Smith,,,https://app.deel.com/withdraw-statement/b72abac4-0c89-4354-8498-d508e76963f0
2449b6ba-2322-424f-9574-edcde354dd4d,2025-02-28 03:38:08,completed,client_payment,USD,6875.00,,,,John Doe (john@company.com),Jane Smith (Fixed),https://app.deel.com/contract/abc123,https://app.deel.com/invoice/jfRUbEHhqKMt7fBUfT9FH,,,,,,
623d3fa5-7c5f-4fe7-a802-894207b6b961,2025-02-15 08:29:48,completed,withdrawal,USD,-343.75,0,1900.69,BRL,,,,,bank_transfer,,Jane Smith,,,https://app.deel.com/withdraw-statement/26b6daf5-2234-40c9-a80b-70ada5ff00ae
2c088f55-72f2-43cc-8d40-2fd74aed2acf,2025-02-14 03:11:24,completed,advance_repayment,USD,-6341.02,,,,,,,,,,,,,
9a5c1f78-69bb-4b1b-8693-6bb2c5a54531,2025-02-14 03:11:24,completed,advance_repayment,USD,-190.23,,,,,,,,,,,,,
c266b63f-5bb2-46ac-a5d5-196cdd5eaa42,2025-02-14 03:11:24,completed,client_payment,USD,6875.00,,,,John Doe (john@company.com),Jane Smith (Fixed),https://app.deel.com/contract/abc123,https://app.deel.com/invoice/Pp6Gk6a7nkAAA74PnHbmR,,,,,,
8fe158f9-279c-44b4-b82f-1150becba67d,2025-02-06 08:16:54,completed,withdrawal,USD,-6341.02,0,35717.05,BRL,,,,,bank_transfer,,Jane Smith,,,https://app.deel.com/withdraw-statement/83a9173c-c0c9-4601-8b09-34d29c7bb321
1c834f43-9e85-438c-896d-1718154bc007,2025-02-06 08:16:05,completed,advance,USD,6341.02,,,,,,,,,,,,,
bd4e3e78-ad1a-414d-811c-cde86e537bb6,2025-02-01 11:33:02,completed,withdrawal,USD,-28.00,0,142.42,BRL,,,,,bank_transfer,,Jane Smith,,,https://app.deel.com/withdraw-statement/e8bc1315-18fe-48b1-b8ae-b7487d58f337
e6cd8b3e-190b-4c8f-9c3c-c3dd97a24dc4,2025-02-01 11:32:29,completed,withdrawal,USD,-6847.00,0,39099.26,BRL,,,,,bank_transfer,,Jane Smith,,,https://app.deel.com/withdraw-statement/567574b2-1cd6-4c01-a0ea-18e535dc205c
2ed561a5-ef69-483c-a103-b1e6c641d265,2025-01-31 03:12:59,completed,client_payment,USD,6875.00,,,,John Doe (john@company.com),Jane Smith (Fixed),https://app.deel.com/contract/abc123,https://app.deel.com/invoice/knAyF4N2DHbnKbh9FknYF,,,,,,
93b984b1-dc2d-40b7-b8db-7d5f4b3f719d,2025-01-15 10:21:10,completed,withdrawal,USD,-275.00,0,1610.43,BRL,,,,,bank_transfer,,Jane Smith,,,https://app.deel.com/withdraw-statement/f3600d28-875d-4a88-bc6a-9c2885c61732
fa0e25f0-3559-410a-8544-1829e7ac46bb,2025-01-15 10:20:43,completed,withdrawal,USD,-6600.00,0,39069.52,BRL,,,,,bank_transfer,,Jane Smith,,,https://app.deel.com/withdraw-statement/e96bed7f-bab3-4044-8ad8-c42f13a809eb
f3b28283-415c-4922-8972-cb2a0a8042e1,2025-01-15 03:08:10,completed,client_payment,USD,6875.00,,,,John Doe (john@company.com),Jane Smith (Fixed),https://app.deel.com/contract/abc123,https://app.deel.com/invoice/p6T7P7MAYn8hPethMfDYG,,,,,,
1567e26b-69ca-4b86-bcda-ad01065cd1d0,2025-01-03 11:23:43,completed,withdrawal,USD,-343.75,0,2048.46,BRL,,,,,bank_transfer,,Jane Smith,,,https://app.deel.com/withdraw-statement/b8e8af1d-ed4f-4ae3-98e3-6077f0d0dca8
105af166-e536-4679-a792-7aeedaf67b3c,2024-12-31 03:03:26,completed,advance_repayment,USD,-6341.02,,,,,,,,,,,,,
72b25eae-8a6c-4975-96d1-0d65216ee2d0,2024-12-31 03:03:26,completed,advance_repayment,USD,-190.23,,,,,,,,,,,,,
df0c87ae-f69a-473d-b394-67e0bbd7c95a,2024-12-31 03:03:26,completed,client_payment,USD,6875.00,,,,John Doe (john@company.com),Jane Smith (Fixed),https://app.deel.com/contract/abc123,https://app.deel.com/invoice/JFqg3hmTM6BDaydkp9BY5,,,,,,
486c8df9-aac2-4daa-bc39-0c5fa1cfab50,2024-12-19 09:09:22,completed,withdrawal,USD,-6341.02,0,38139.43,BRL,,,,,bank_transfer,,Jane Smith,,,https://app.deel.com/withdraw-statement/c7dcf30c-c601-4f70-be99-9f549c4c67ed
fa904ed6-1394-493a-a939-25dd9d1af410,2024-12-19 09:08:48,completed,advance,USD,6341.02,,,,,,,,,,,,,
9e5fa676-315c-4066-a227-3a7ce21ca065,2024-12-15 08:16:37,completed,withdrawal,USD,-343.75,0,2014.54,BRL,,,,,bank_transfer,,Jane Smith,,,https://app.deel.com/withdraw-statement/8535181c-f214-4c03-a8e6-3a84c89a4e16
51107a51-969d-46f0-ba33-f40dc52986e2,2024-12-13 03:08:17,completed,advance_repayment,USD,-6341.02,,,,,,,,,,,,,
26b487f9-8754-4d17-8111-c5c6b94b0574,2024-12-13 03:08:17,completed,advance_repayment,USD,-190.23,,,,,,,,,,,,,
cbff13bc-e9f9-4b43-9add-725958a28867,2024-12-13 03:08:17,completed,client_payment,USD,6875.00,,,,John Doe (john@company.com),Jane Smith (Fixed),https://app.deel.com/contract/abc123,https://app.deel.com/invoice/rRR2ay97j4M8gKKKaQEnd,,,,,,
37c666ef-4cbf-4658-83d8-9383439cbd56,2024-12-09 01:00:45,completed,withdrawal,USD,-6341.02,0,37608.22,BRL,,,,,bank_transfer,,Jane Smith,,,https://app.deel.com/withdraw-statement/a52b6d61-8216-415a-8289-cbd90f5acaef
1aad4663-2527-487f-b6b5-dc7a362fcf2b,2024-12-09 01:00:27,completed,advance,USD,6341.02,,,,,,,,,,,,,
a81f6c54-9cb6-48b9-9880-1f27542ca66b,2024-12-04 02:22:51,completed,withdrawal,USD,-258.00,0,1504.3,BRL,,,,,bank_transfer,,Jane Smith,,,https://app.deel.com/withdraw-statement/1b3232ea-a964-42e8-842a-3ff5c7d472e1
aae81fe1-5c3c-4f60-9861-37dea47c36d8,2024-12-03 07:01:45,completed,withdrawal,USD,-6617.00,0,39098.36,BRL,,,,,bank_transfer,,Jane Smith,,,https://app.deel.com/withdraw-statement/80e9ab10-9bc4-4616-a36a-c89c97e81476
4d107f49-0318-4a9c-9eca-74c7365b45bd,2024-12-03 11:53:21,completed,client_payment,USD,6875.00,,,,John Doe (john@company.com),Jane Smith (Fixed),https://app.deel.com/contract/abc123,https://app.deel.com/invoice/pj3H9U7UfHPdurmBPnnbu,,,,,,
dfe9dedd-cce6-40d0-8374-e37e2f43ea66,2024-11-15 03:07:30,completed,withdrawal,USD,-6875.00,0,38909.72,BRL,,,,,bank_transfer,,Jane Smith,,,https://app.deel.com/withdraw-statement/a1a71786-25a2-4a47-933d-d3fe14210088
6fa1aa05-3b71-4c97-ad49-c6ff56b99e81,2024-11-15 03:07:29,completed,client_payment,USD,6875.00,,,,John Doe (john@company.com),Jane Smith (Fixed),https://app.deel.com/contract/abc123,https://app.deel.com/invoice/AR8mPFbYkbhHdJUtg2pHY,,,,,,
fc92d0e6-f445-47fd-ac17-a0f045c410b3,2024-10-31 01:09:12,completed,withdrawal,USD,-6875.00,0,38730.95,BRL,,,,,bank_transfer,,Jane Smith,,,https://app.deel.com/withdraw-statement/b4b3fda6-74d7-48a7-bf3e-642704b844c4
ad014e6f-4fe8-4329-bfdc-c3580e16c8e7,2024-10-31 01:09:11,completed,client_payment,USD,6875.00,,,,John Doe (john@company.com),Jane Smith (Fixed),https://app.deel.com/contract/abc123,https://app.deel.com/invoice/nyTr5FT2h7Q6RthqnMAug,,,,,,
0c35ced9-ddd1-4ca3-bb56-a16f39123f6e,2024-10-15 01:06:51,completed,withdrawal,USD,-6875.00,0,37610.61,BRL,,,,,bank_transfer,,Jane Smith,,,https://app.deel.com/withdraw-statement/f8f738bb-0a16-433b-8494-68e118e4e2ce
82376277-6e09-4b05-99ca-d68f1be326f4,2024-10-15 01:06:51,completed,client_payment,USD,6875.00,,,,John Doe (john@company.com),Jane Smith (Fixed),https://app.deel.com/contract/abc123,https://app.deel.com/invoice/Km6HTNq8kFna95KEm3ype,,,,,,
923b0ec2-24eb-47e4-b65a-fbd58271c8fe,2024-09-30 01:07:58,completed,withdrawal,USD,-6875.00,0,36525.21,BRL,,,,,bank_transfer,,Jane Smith,,,https://app.deel.com/withdraw-statement/4c1edd01-9ea8-497b-9a68-ff2a4b4b4730
747e8ed6-344f-449c-91f2-4d4600a537ae,2024-09-30 01:07:58,completed,client_payment,USD,6875.00,,,,John Doe (john@company.com),Jane Smith (Fixed),https://app.deel.com/contract/abc123,https://app.deel.com/invoice/QdjQfjDRKPYj7At8kAHk2,,,,,,
e9559b95-6fb7-4d05-bb7f-8d020ec72a75,2024-09-13 01:06:48,completed,withdrawal,USD,-6875.00,0,37821.91,BRL,,,,,bank_transfer,,Jane Smith,,,https://app.deel.com/withdraw-statement/54c9f2f4-e3cf-46c6-8c98-f35d01de4996
fef34e0b-e038-4e71-88b3-b901c5af3f03,2024-09-13 01:06:47,completed,client_payment,USD,6875.00,,,,John Doe (john@company.com),Jane Smith (Fixed),https://app.deel.com/contract/abc123,https://app.deel.com/invoice/JRkThD9nGDkJMryaernEA,,,,,,
0e16e389-da80-420a-9616-113b52d3f028,2024-08-30 01:08:16,completed,withdrawal,USD,-6875.00,0,37833.62,BRL,,,,,bank_transfer,,Jane Smith,,,https://app.deel.com/withdraw-statement/e0e7f657-cf63-4ac4-8b14-78fa14577087
554a0c93-7cdd-46b9-8b1c-62e6e465d3d0,2024-08-30 01:08:16,completed,client_payment,USD,6875.00,,,,John Doe (john@company.com),Jane Smith (Fixed),https://app.deel.com/contract/abc123,https://app.deel.com/invoice/pHjy2PtNArB529hD27G4a,,,,,,
72512771-abf0-45aa-8e21-d0802aa610d6,2024-08-15 03:30:40,completed,withdrawal,USD,-6875.00,0,36909.49,BRL,,,,,bank_transfer,,Jane Smith,,,https://app.deel.com/withdraw-statement/a7ec419b-d4f5-4b45-a8e7-54a95575dc43
c37c820e-a111-4b0d-945a-db0e10fb6c3a,2024-08-15 03:30:40,completed,client_payment,USD,6875.00,,,,John Doe (john@company.com),Jane Smith (Fixed),https://app.deel.com/contract/abc123,https://app.deel.com/invoice/khrMTGm2pD25m98H88jNJ,,,,,,
cdca3d4c-3895-4c23-8681-1981b0f97b6f,2024-07-31 01:05:16,completed,withdrawal,USD,-6875.00,0,37719.66,BRL,,,,,bank_transfer,,Jane Smith,,,https://app.deel.com/withdraw-statement/8e2623e7-3846-4b6d-b7c1-d2666820f040
56fa9862-4ebd-452e-878c-1455bd89cf8d,2024-07-31 01:05:15,completed,client_payment,USD,6875.00,,,,John Doe (john@company.com),Jane Smith (Fixed),https://app.deel.com/contract/abc123,https://app.deel.com/invoice/64pfRmmpqPehBe57Q45M4,,,,,,
7a207cd4-6796-4f6b-8383-8fc8346cf86d,2024-07-15 01:03:40,completed,withdrawal,USD,-343.75,0,1807.58,BRL,,,,,bank_transfer,,Jane Smith,,,https://app.deel.com/withdraw-statement/861b85c7-c517-45ce-b711-522252cf9af0
bf905924-1d55-4011-8b9a-2aa168237127,2024-07-15 01:03:39,completed,advance_repayment,USD,-6341.02,,,,,,,,,,,,,
f60b2355-4dcb-4ed6-9ce9-f90fefcf19d8,2024-07-15 01:03:39,completed,advance_repayment,USD,-190.23,,,,,,,,,,,,,
7afc7d1a-691d-4d23-82dd-6da6910d9ffc,2024-07-15 01:03:39,completed,client_payment,USD,6875.00,,,,John Doe (john@company.com),Jane Smith (Fixed),https://app.deel.com/contract/abc123,https://app.deel.com/invoice/Y7Ge5J45MyH7EPEKtkAUE,,,,,,
26460ecc-97b3-459c-925f-403cfd4ee93f,2024-07-05 10:24:35,completed,withdrawal,BRL,-34873.24,0,34873.24,BRL,,,,,bank_transfer,,Jane Smith,,,https://app.deel.com/withdraw-statement/fc9e4060-8a13-45ec-bc7e-ed0bf563dde9
22636ab6-7304-46a8-a4b5-bc0737241d5a,2024-07-05 10:24:21,completed,advance,BRL,34873.24,,,,,,,,,,,,,
0b0eaa92-2eaf-4f4a-96c3-be4377c7d4c8,2024-06-28 01:05:15,completed,withdrawal,USD,-6875.00,0,36979.75,BRL,,,,,bank_transfer,,Jane Smith,,,https://app.deel.com/withdraw-statement/5e788581-78d1-47d3-9a47-972dca15b707
05442212-fcad-4c99-8b3a-513e47600573,2024-06-28 01:05:14,completed,client_payment,USD,6875.00,,,,John Doe (john@company.com),Jane Smith (Fixed),https://app.deel.com/contract/abc123,https://app.deel.com/invoice/Dku3MyF67YpmKbppj6uKh,,,,,,
1fce6fab-5954-42bc-b397-249fb303f151,2024-06-14 01:04:06,completed,withdrawal,USD,-6875.00,0,36044.12,BRL,,,,,bank_transfer,,Jane Smith,,,https://app.deel.com/withdraw-statement/1b12dc91-c6dc-4f02-9f9a-f7f49aea863d
ae6fe5d1-24de-440a-b88e-de3c45e80072,2024-06-14 01:04:05,completed,client_payment,USD,6875.00,,,,John Doe (john@company.com),Jane Smith (Fixed),https://app.deel.com/contract/abc123,https://app.deel.com/invoice/GPJkEGNUMYpKfqKgJpjR5,,,,,,
5f153efa-e6a6-42f0-8460-b37bb860f4ce,2024-05-31 01:05:31,completed,withdrawal,USD,-6875.00,0,34957.46,BRL,,,,,bank_transfer,,Jane Smith,,,https://app.deel.com/withdraw-statement/46ab02b2-c02b-4e91-bccf-6b2bb19f6a47
bcdfd164-7b00-4a69-87f7-112b1e45113e,2024-05-31 01:05:30,completed,client_payment,USD,6875.00,,,,John Doe (john@company.com),Jane Smith (Fixed),https://app.deel.com/contract/abc123,https://app.deel.com/invoice/8mn4fY4A7GMAH2KeGUAuA,,,,,,
3eb73bcd-6e04-45ef-bddb-801de6bd5f94,2024-05-15 01:04:23,completed,withdrawal,USD,-344.80,0,1716.16,BRL,,,,,bank_transfer,,Jane Smith,,,https://app.deel.com/withdraw-statement/54ce8981-ad00-4763-9186-9e336e366bb6
495578bb-d691-4c77-b013-961dc5d84006,2024-05-15 01:04:22,completed,advance_repayment,USD,-6340.00,,,,,,,,,,,,,
ea84e687-839b-4cf0-a637-aa1b4c7e34e7,2024-05-15 01:04:22,completed,advance_repayment,USD,-190.20,,,,,,,,,,,,,
81a79206-76ac-4998-ab70-0057bf3d7178,2024-05-15 01:04:22,completed,client_payment,USD,6875.00,,,,John Doe (john@company.com),Jane Smith (Fixed),https://app.deel.com/contract/abc123,https://app.deel.com/invoice/2JpJ4na25M4AdmJaqUUtr,,,,,,
e7cd8530-67e5-4b9b-b60a-941c33a01362,2024-05-01 02:55:47,completed,withdrawal,USD,-6340.00,0,32196.11,BRL,,,,,bank_transfer,,Jane Smith,,,https://app.deel.com/withdraw-statement/ec4aa3c2-6f4f-41c6-b94c-0e6c24c73ac4
124281e4-d2c4-4670-9456-ba299439ab43,2024-05-01 02:54:08,completed,advance,USD,6340.00,,,,,,,,,,,,,
d7467dd6-a26b-4b8d-978a-f424e26c15eb,2024-04-30 01:06:08,completed,withdrawal,USD,-6875.00,0,34390.57,BRL,,,,,bank_transfer,,Jane Smith,,,https://app.deel.com/withdraw-statement/6e7fd008-30cb-45dc-ad4e-e03b219bbfde
e202cb29-0c1c-4a96-bd2f-19304beaf709,2024-04-30 01:06:08,completed,client_payment,USD,6875.00,,,,John Doe (john@company.com),Jane Smith (Fixed),https://app.deel.com/contract/abc123,https://app.deel.com/invoice/B5emndnn4aA8FjJnUpApm,,,,,,
bb75ede3-c6f4-4ccc-9341-35f018ad4d5a,2024-04-15 01:05:08,completed,withdrawal,USD,-6875.00,0,34400.96,BRL,,,,,bank_transfer,,Jane Smith,,,https://app.deel.com/withdraw-statement/1ef1b18b-69d5-452f-a03a-7f536e3b4f2c
6ac07b3c-7899-4b8f-9398-bebef00959de,2024-04-15 01:05:08,completed,client_payment,USD,6875.00,,,,John Doe (john@company.com),Jane Smith (Fixed),https://app.deel.com/contract/abc123,https://app.deel.com/invoice/Qyp6jdqkrGFMad2y5MgHd,,,,,,
b9b6c328-b03b-42e7-8f96-28c06ed8a0d7,2024-04-02 03:42:08,completed,withdrawal,USD,-3476.00,0,17175.01,BRL,,,,,bank_transfer,,Jane Smith,,,https://app.deel.com/withdraw-statement/34eb1809-c8a4-4579-830a-241a8127ac85
caa21099-9c9b-4bcc-a36b-7f39365b64d8,2024-03-28 02:05:06,failure,withdrawal,USD,-3476.00,,,,,,,,bank_transfer,,Jane Smith,,,
8e937ed2-d256-418c-9d3d-6d9462b48209,2024-03-28 02:05:06,completed,advance_repayment,USD,-500.00,,,,,,,,,,,,,
f7008a4a-7c8a-4774-b0e6-c5f917f68d41,2024-03-28 02:05:06,completed,advance_repayment,USD,-15.00,,,,,,,,,,,,,
3a49521e-e41f-4dab-b76c-b9eda7d5144e,2024-03-28 02:05:05,completed,advance_repayment,USD,-800.00,,,,,,,,,,,,,
eb2b180b-57fa-4071-b4d6-79a02148de1a,2024-03-28 02:05:05,completed,advance_repayment,USD,-24.00,,,,,,,,,,,,,
7b7a46c5-7ba1-44f7-94a4-80325837a076,2024-03-28 02:05:05,completed,advance_repayment,USD,-2000.00,,,,,,,,,,,,,
4c46a6d5-c7ec-40ad-9b64-1beb13fbe647,2024-03-28 02:05:05,completed,advance_repayment,USD,-60.00,,,,,,,,,,,,,
f5215778-e6ec-4be0-b7d0-8ba9fbf1b63e,2024-03-28 02:05:05,completed,client_payment,USD,6875.00,,,,John Doe (john@company.com),Jane Smith (Fixed),https://app.deel.com/contract/abc123,https://app.deel.com/invoice/BMUdJNyPju24Ed68h8nFK,,,,,,
9df1b08b-b1ca-4e27-ab0a-995a2eea18f9,2024-03-21 10:08:00,completed,withdrawal,USD,-500.00,0,2417.65,BRL,,,,,bank_transfer,,Jane Smith,,,https://app.deel.com/withdraw-statement/5eb96fe2-e95a-4005-a728-7832ddb1d9b0
3a8518ff-403e-4dfb-ae2c-0f0d446c7fc9,2024-03-21 10:07:34,completed,advance,USD,500.00,,,,,,,,,,,,,
00b633a6-7843-4b88-b3e0-866b4d0ae35d,2024-03-20 10:55:54,completed,withdrawal,USD,-800.00,0,3909.56,BRL,,,,,bank_transfer,,Jane Smith,,,https://app.deel.com/withdraw-statement/bb6e3111-e426-4bf0-a460-035047cda980
40e675fd-5dd9-40ba-a5d6-9771921fc9bd,2024-03-20 10:55:24,completed,advance,USD,800.00,,,,,,,,,,,,,
97a3c778-0c80-492c-a9c2-e7c932342294,2024-03-15 12:31:35,completed,withdrawal,USD,-2000.00,0,9746.48,BRL,,,,,bank_transfer,,Jane Smith,,,https://app.deel.com/withdraw-statement/aa657db6-64b6-44f1-aa42-6c0d4d3b9fd2
429d2a85-3614-462c-8aba-ca58d99cea2e,2024-03-15 12:31:20,completed,advance,USD,2000.00,,,,,,,,,,,,,
19d3c22c-55df-41ff-9e40-c26a82dd219f,2024-03-15 01:04:35,completed,withdrawal,USD,-343.75,0,1664.54,BRL,,,,,bank_transfer,,Jane Smith,,,https://app.deel.com/withdraw-statement/573daf81-8380-4854-bab7-d9a92268fb29
3b662a14-4e39-4e90-95ed-74efca57a7b4,2024-03-15 01:04:34,completed,advance_repayment,USD,-6341.02,,,,,,,,,,,,,
603c9ffb-c5ac-42de-aa0f-0a7031d7a71b,2024-03-15 01:04:34,completed,advance_repayment,USD,-190.23,,,,,,,,,,,,,
4d160eae-92f5-428b-b7b9-fac4bbf0f4f0,2024-03-15 01:04:34,completed,client_payment,USD,6875.00,,,,John Doe (john@company.com),Jane Smith (Fixed),https://app.deel.com/contract/abc123,https://app.deel.com/invoice/Q5kqJYf86EaF6P3pdNr4Q,,,,,,
1e4317e7-7981-4a70-a001-e80486be54e2,2024-03-07 06:08:21,completed,withdrawal,USD,-6341.02,0,30588.09,BRL,,,,,bank_transfer,,Jane Smith,,,https://app.deel.com/withdraw-statement/dc4a7eb6-8709-4ea6-9433-af8ab242edb7
8f4c6295-e090-4f73-8fa1-ec79c5965512,2024-03-07 06:08:09,completed,advance,USD,6341.02,,,,,,,,,,,,,
